Source,Chr,Position,Target,Chr,Position,Conditioning.Marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p.adjusted
Igsf21_B,4,140.136815,Peg10_B,6,4.753912,NA,NA,NA,-0.916992814762921,0.139449779252589,6.57579251597056,0,0
Arx_B,20,93.292432,Dnajc11_B,4,151.957914,NA,NA,NA,-0.980402385746058,0.149116616780884,6.5747359812132,0,0
Mctp2_B,7,72.192214,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.01404057616273,0.15441265186646,6.56708219116461,0,0
Nudt11_B,20,6.051282,Rad9a_B,19,4.1984,NA,NA,NA,-1.07491439339268,0.163718800738641,6.56561365306274,0,0
Peg10_B,6,4.753912,Nudt11_B,20,6.051282,NA,NA,NA,-1.12097855518657,0.170808844796041,6.56276644529214,0,0
Exosc8_B,3,54.732036,Pygb_B,2,150.809246,NA,NA,NA,-1.03411621765718,0.15769166955858,6.55783669836168,0,0
Scin_B,12,40.096998,Pygb_B,2,150.809246,NA,NA,NA,-1.26842012079334,0.193444731338671,6.55701559828305,0,0
Mafb_B,2,160.365371,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.858250180404698,0.13091257609497,6.55590322951161,0,0
Nop56_B,2,130.276872,Mrpl19_B,6,81.961904,NA,NA,NA,-1.13018874006723,0.172746875207299,6.54245547834648,0,0
Igsf21_B,4,140.136815,Emc8_B,8,120.661244,NA,NA,NA,-1.09130601529541,0.16696376372178,6.53618480423038,0,0
Fam46d_B,20,107.83275,Gm16487_B,11,113.469996,NA,NA,NA,-1.74601037957101,0.267145970782658,6.53579155416689,0,0
Sgce_B,6,4.710777,Champ1_B,8,13.87564,NA,NA,NA,-0.942188862263538,0.144230792203165,6.53250840456011,0,0
Rad9a_B,19,4.1984,Mrpl19_B,6,81.961904,NA,NA,NA,-1.02720265236553,0.157265775663886,6.53163504919789,0,0
Adam1a_B,5,121.520136,St8sia2_B,7,73.9764,NA,NA,NA,-0.993267196976958,0.152105155592016,6.5301349787324,0,0
Adam1a_B,5,121.520136,Gart_B,16,91.634069,NA,NA,NA,-1.05676077792057,0.161944032967468,6.52546906827284,0,0
Klhl13_B,20,23.292176,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.03676456512982,0.158983309516748,6.52121639863462,0,0
Smad9_B,3,54.77842,Champ1_B,8,13.87564,NA,NA,NA,-0.963878282039742,0.148006095110074,6.51242289260381,0,0
Gcg_B,2,62.47909,Nudt11_B,20,6.051282,NA,NA,NA,-1.04920784332503,0.161163634167692,6.5102021851488,0,0
Adam1a_B,5,121.520136,Usp11_B,20,20.712222,NA,NA,NA,-1.04234085193119,0.160477890130827,6.4952302842556,0,0
Nup205_B,6,35.21251,Rad9a_B,19,4.1984,NA,NA,NA,-1.02782908097418,0.158442292215167,6.48708792711969,0,0
Gart_B,16,91.634069,Med19_B,2,84.683308,NA,NA,NA,-1.03812417572866,0.160222478299219,6.47926674676658,0,0
Scin_B,12,40.096998,Dnajc11_B,4,151.957914,NA,NA,NA,-0.990995003492359,0.153261095070884,6.46605717539744,0,0
Fam46d_B,20,107.83275,Exosc8_B,3,54.732036,NA,NA,NA,-1.09367671884437,0.169325871046991,6.45900542003327,0,0
Igsf21_B,4,140.136815,Mamld1_B,20,71.103156,NA,NA,NA,-1.33842064926127,0.207346634328892,6.45499095557189,0,0
Irx2_B,13,72.631508,Wdr4_B,17,31.507148,NA,NA,NA,-1.08266505540025,0.167769228718614,6.45329935453252,0,0
Peg10_B,6,4.753912,Dgcr8_B,16,18.271598,NA,NA,NA,-1.12660044826732,0.17502215078377,6.4369020905198,0,0
Fgf14_B,14,124.327517,Gm16487_B,11,113.469996,NA,NA,NA,-1.58613714238831,0.246535539689522,6.43370584373285,0,0
Polr1b_B,2,129.113794,Med19_B,2,84.683308,NA,NA,NA,-0.984284717299839,0.152993738450391,6.43349673829298,0,0
Dgcr8_B,16,18.271598,Polr1b_B,2,129.113794,NA,NA,NA,-1.0957248936346,0.170603235112149,6.42265015029936,0,0
Fam46d_B,20,107.83275,Med19_B,2,84.683308,NA,NA,NA,-1.00652583548582,0.156884061028682,6.41573037366622,0,0
Gart_B,16,91.634069,Pygb_B,2,150.809246,NA,NA,NA,-0.996835506338734,0.15547878382594,6.41139248590149,0,0
Peg10_B,6,4.753912,Mlst8_B,17,24.476314,NA,NA,NA,-0.996245540130512,0.155471323927231,6.40790542567714,0,0
St8sia2_B,7,73.9764,Rad9a_B,19,4.1984,NA,NA,NA,-1.15346234207272,0.180045940479459,6.40648902719534,0,0
Gart_B,16,91.634069,Gm16487_B,11,113.469996,NA,NA,NA,-1.45759784622488,0.227524492284139,6.40633380429475,0,0
Fam46d_B,20,107.83275,Smad9_B,3,54.77842,NA,NA,NA,-1.03051133401153,0.160960073346133,6.40227922731801,0,0
Dgcr8_B,16,18.271598,Exosc8_B,3,54.732036,NA,NA,NA,-1.18000449873501,0.18459434611172,6.39241950574612,0,0
Nudt11_B,20,6.051282,Mrpl19_B,6,81.961904,NA,NA,NA,-1.02647402119259,0.160707479663431,6.3872199560489,0,0
Scin_B,12,40.096998,Exosc8_B,3,54.732036,NA,NA,NA,-1.19507434639822,0.187274604541457,6.38140098773332,0,0
Irx2_B,13,72.631508,Adam1a_B,5,121.520136,NA,NA,NA,-1.10038428202737,0.172869540947589,6.36540292752317,0,0
Kcnd3_B,3,105.563166,Med19_B,2,84.683308,NA,NA,NA,-0.95337174582911,0.149928431617165,6.3588455874967,0,0
Rad9a_B,19,4.1984,Pwp2_B,10,78.17803,NA,NA,NA,-0.866811779585273,0.136359912030329,6.35679333228433,0,0
Mafb_B,2,160.365371,Galnt13_B,2,54.777313,NA,NA,NA,-0.987109580084712,0.155285478346617,6.35674108483832,0,0
Mafb_B,2,160.365371,Mlst8_B,17,24.476314,NA,NA,NA,-0.836818057255579,0.131648592047811,6.35645276746804,0,0
Gcg_B,2,62.47909,Champ1_B,8,13.87564,NA,NA,NA,-0.896182744203364,0.140988733671935,6.35641388402481,0,0
Fam46d_B,20,107.83275,Mrpl19_B,6,81.961904,NA,NA,NA,-1.05414333398274,0.165929209422924,6.35297026755498,0,0
Dnajc11_B,4,151.957914,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.19417797531076,0.18832730001273,6.34097114560682,0,0
Adam1a_B,5,121.520136,Nup205_B,6,35.21251,NA,NA,NA,-1.03016653503415,0.16256366717194,6.33700354424562,0,0
Dnajc11_B,4,151.957914,Mlst8_B,17,24.476314,NA,NA,NA,-0.990435165386018,0.156403704197952,6.33255567996315,0,0
Fgf14_B,14,124.327517,Nudt11_B,20,6.051282,NA,NA,NA,-0.940677478053912,0.148569945763844,6.33154621695255,0,0
Irx2_B,13,72.631508,Nop56_B,2,130.276872,NA,NA,NA,-0.955887415147555,0.151046027882083,6.32845119167111,0,0
Igsf21_B,4,140.136815,Dnajc11_B,4,151.957914,NA,NA,NA,-0.909506734790239,0.14383964309664,6.32306028581549,0,0
Peg10_B,6,4.753912,Champ1_B,8,13.87564,NA,NA,NA,-0.925317657905543,0.14639925352409,6.32050803287246,0,0
Sgce_B,6,4.710777,Galnt13_B,2,54.777313,NA,NA,NA,-1.35156588886513,0.2139292719369,6.31781652238682,0,0
Dgcr8_B,16,18.271598,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.09890830689905,0.173985886236102,6.31607730185546,0,0
Fam46d_B,20,107.83275,Mctp2_B,7,72.192214,NA,NA,NA,-1.13129194945099,0.179272420151378,6.31046286146929,0,0
Adam1a_B,5,121.520136,Champ1_B,8,13.87564,NA,NA,NA,-0.850244756917518,0.134847736814937,6.30522081423125,0,0
Irx2_B,13,72.631508,Emc8_B,8,120.661244,NA,NA,NA,-1.08916014385723,0.173116715482673,6.29147879117567,0,0
Adam1a_B,5,121.520136,Polr1b_B,2,129.113794,NA,NA,NA,-1.03874471586493,0.165128991932526,6.29050479693702,0,0
Rad9a_B,19,4.1984,Galnt13_B,2,54.777313,NA,NA,NA,-1.0444648878285,0.166115138456458,6.28759604653536,0,0
Mlst8_B,17,24.476314,Mrpl19_B,6,81.961904,NA,NA,NA,-1.06399922372884,0.169289286064987,6.28509487198375,0,0
Dgcr8_B,16,18.271598,Gart_B,16,91.634069,NA,NA,NA,-1.07525975285161,0.171394145505431,6.2736084110734,0,0
2610035D17Rik_B,11,113.122866,Rad9a_B,19,4.1984,NA,NA,NA,-1.15227107704671,0.183680632654119,6.27323120786774,0,0
Irx2_B,13,72.631508,Galnt13_B,2,54.777313,NA,NA,NA,-1.25681427785888,0.200349748838636,6.27310133975328,0,0
Gart_B,16,91.634069,Peg10_B,6,4.753912,NA,NA,NA,-0.863140981628753,0.137669731707792,6.26964962393327,0,0
Wdr4_B,17,31.507148,Med19_B,2,84.683308,NA,NA,NA,-0.942467838744929,0.150490187760608,6.26265308568927,0,0
Ugt8a_B,3,125.901954,Dnajc11_B,4,151.957914,NA,NA,NA,-0.90525880385191,0.144868932162768,6.24881256689877,0,0
Peg10_B,6,4.753912,Anp32e_B,3,95.938318,NA,NA,NA,-0.888904933991954,0.142506841392175,6.23762989417267,0,0
Klhl13_B,20,23.292176,Usp11_B,20,20.712222,NA,NA,NA,-0.921433742912073,0.147801141795005,6.23428027497967,0,0
Rad9a_B,19,4.1984,Mamld1_B,20,71.103156,NA,NA,NA,-1.0561999575353,0.169669702796759,6.22503570245822,0,0
Mafb_B,2,160.365371,Emc8_B,8,120.661244,NA,NA,NA,-1.00468755240817,0.161466035008604,6.22228416245332,0,0
Dgcr8_B,16,18.271598,Smad9_B,3,54.77842,NA,NA,NA,-1.02728416639544,0.165132985603377,6.22095072430176,0,0
Sgce_B,6,4.710777,Mlst8_B,17,24.476314,NA,NA,NA,-1.03328632065672,0.166338389539649,6.2119533771873,0,0
Dgcr8_B,16,18.271598,Mrpl19_B,6,81.961904,NA,NA,NA,-1.09418370664449,0.176478828692375,6.20008481896597,0,0
Ruvbl1_B,6,88.48149,Peg10_B,6,4.753912,NA,NA,NA,-0.843264986617376,0.13609111252725,6.19632664439073,0,0
Sgce_B,6,4.710777,Dnajc11_B,4,151.957914,NA,NA,NA,-1.02382347653408,0.165371052713603,6.19106826578158,0,0
Arx_B,20,93.292432,Peg10_B,6,4.753912,NA,NA,NA,-0.962590938987238,0.155570695931659,6.18748237399476,0,0
Kcnd3_B,3,105.563166,Pygb_B,2,150.809246,NA,NA,NA,-0.98356336934051,0.158965833373134,6.18726268701924,0,0
Irx2_B,13,72.631508,Fgf14_B,14,124.327517,NA,NA,NA,-1.28477374937128,0.207732451424404,6.18475226456769,0,0
Adam1a_B,5,121.520136,Mctp2_B,7,72.192214,NA,NA,NA,-1.11299188838239,0.179982612881139,6.18388560186874,0,0
Dgcr8_B,16,18.271598,Emc8_B,8,120.661244,NA,NA,NA,-1.10601758795663,0.179127027319141,6.17448748248414,0,0
Anp32e_B,3,95.938318,Gm16487_B,11,113.469996,NA,NA,NA,-1.51098596345695,0.244780318640208,6.17282456306417,0,0
Mctp2_B,7,72.192214,Mlst8_B,17,24.476314,NA,NA,NA,-0.884802650806252,0.1436832029234,6.1580103505763,0,0
Fam46d_B,20,107.83275,Miat_B,5,112.221312,NA,NA,NA,-1.0814226070358,0.17582706239845,6.15049010251412,0,0
St8sia2_B,7,73.9764,Med19_B,2,84.683308,NA,NA,NA,-1.09291013195324,0.177807484946452,6.14659237929369,0,0
Ruvbl1_B,6,88.48149,Med19_B,2,84.683308,NA,NA,NA,-0.991757270305238,0.161588665833971,6.13754229101841,0,0
Arx_B,20,93.292432,Galnt13_B,2,54.777313,NA,NA,NA,-1.27329480942374,0.207487307913677,6.13673589111042,0,0
Nup205_B,6,35.21251,Mrpl19_B,6,81.961904,NA,NA,NA,-1.0156107043577,0.165695471103174,6.12938119307623,0,0
Gart_B,16,91.634069,Irx2_B,13,72.631508,NA,NA,NA,-0.853958484898986,0.13939109598419,6.12634888096327,0,0
Irx2_B,13,72.631508,Peg10_B,6,4.753912,NA,NA,NA,-0.931612416779652,0.152132221335703,6.12370218879475,0,0
Emc8_B,8,120.661244,Scin_B,12,40.096998,NA,NA,NA,-0.844224209466637,0.137977213421266,6.11857703553621,0,0
Mafb_B,2,160.365371,Mctp2_B,7,72.192214,NA,NA,NA,-1.04327418526259,0.170655479941853,6.11333539138656,0,0
Emc8_B,8,120.661244,Med19_B,2,84.683308,NA,NA,NA,-1.08367964649177,0.177413938864901,6.10819901426675,0,0
Smad9_B,3,54.77842,Dlk1_B,12,109.45808,NA,NA,NA,-1.13812786329756,0.186573273620651,6.10016558755169,0,0
Rad9a_B,19,4.1984,Peg10_B,6,4.753912,NA,NA,NA,-0.855460026264913,0.140277313381278,6.09834908899165,0,0
Irx2_B,13,72.631508,Scin_B,12,40.096998,NA,NA,NA,-1.0150061081748,0.166530757359322,6.0950068580108,0,0
Gart_B,16,91.634069,Sgce_B,6,4.710777,NA,NA,NA,-0.827713610858977,0.136109304603394,6.08124193471441,0,0
Gart_B,16,91.634069,Mctp2_B,7,72.192214,NA,NA,NA,-1.00472701286774,0.165323693333621,6.0773322480778,0,0
Dgcr8_B,16,18.271598,Peg10_B,6,4.753912,NA,NA,NA,-0.897301415243408,0.147667029844743,6.0765183412088,0,0
Arx_B,20,93.292432,Polr1b_B,2,129.113794,NA,NA,NA,-1.08653183156729,0.17899312707728,6.07024330659457,0,0
Dnajc11_B,4,151.957914,Mrpl19_B,6,81.961904,NA,NA,NA,-1.03423642315757,0.170448756250289,6.06772642939609,0,0
Mlst8_B,17,24.476314,Champ1_B,8,13.87564,NA,NA,NA,-0.887347046621785,0.146398796694212,6.06116352496541,0,0
Scin_B,12,40.096998,Usp11_B,20,20.712222,NA,NA,NA,-1.20696658747619,0.199178374169475,6.05972707885053,0,0
Usp11_B,20,20.712222,Mrpl19_B,6,81.961904,NA,NA,NA,-1.10533000602763,0.182585830095641,6.05375567999249,0,0
Arx_B,20,93.292432,Champ1_B,8,13.87564,NA,NA,NA,-0.838011352648524,0.13854788132212,6.04853242540873,0,0
Adam1a_B,5,121.520136,Emc8_B,8,120.661244,NA,NA,NA,-1.09385292558068,0.180887945727177,6.04713001291129,0,0
Dgcr8_B,16,18.271598,Usp11_B,20,20.712222,NA,NA,NA,-0.995469665834599,0.164642975252272,6.04623224470588,0,0
Rad9a_B,19,4.1984,Sgce_B,6,4.710777,NA,NA,NA,-0.828872692163722,0.137108297049427,6.0453868219581,0,0
Pwp2_B,10,78.17803,Usp11_B,20,20.712222,NA,NA,NA,-1.00163749563159,0.165759125610196,6.0427291224199,0,0
Irx2_B,13,72.631508,Ugt8a_B,3,125.901954,NA,NA,NA,-1.24280808837909,0.206270682569784,6.02513199110897,0,0
Arx_B,20,93.292432,Emc8_B,8,120.661244,NA,NA,NA,-1.19248924135411,0.197988462003847,6.02302391404475,0,0
Igsf21_B,4,140.136815,Ugt8a_B,3,125.901954,NA,NA,NA,-1.1587198889739,0.192384832863974,6.02292744040366,0,0
Arx_B,20,93.292432,Gm16487_B,11,113.469996,NA,NA,NA,-1.51697369892635,0.251877451272832,6.02266574979423,0,0
Irx2_B,13,72.631508,Wdr45_B,20,7.725087,NA,NA,NA,-1.43811496429881,0.239113729115929,6.01435546848743,0,0
Nudt11_B,20,6.051282,Pygb_B,2,150.809246,NA,NA,NA,-1.05926995567098,0.176385440027026,6.00542740664239,0,0
Gcg_B,2,62.47909,Nop56_B,2,130.276872,NA,NA,NA,-0.965105808149591,0.160982639989148,5.99509244111446,0,0
Galnt13_B,2,54.777313,Mrpl19_B,6,81.961904,NA,NA,NA,-0.978862864453758,0.16351327152828,5.98644290646745,0,0
Peg10_B,6,4.753912,Nop56_B,2,130.276872,NA,NA,NA,-0.986332635794807,0.164839447862437,5.98359584786967,0,0
Anp32e_B,3,95.938318,Mlst8_B,17,24.476314,NA,NA,NA,-1.1878482049559,0.19861532249383,5.98064736416698,0,0
Peg10_B,6,4.753912,Polr1b_B,2,129.113794,NA,NA,NA,-1.20766247336412,0.202331895866292,5.96872019704785,0,0
Nup205_B,6,35.21251,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.16086309108035,0.194505453393912,5.96828043031458,0,0
Dgcr8_B,16,18.271598,Igsf21_B,4,140.136815,NA,NA,NA,-0.971171892182283,0.163001144017973,5.95806795119916,0,0
Fam46d_B,20,107.83275,Emc8_B,8,120.661244,NA,NA,NA,-1.05221382788069,0.17670871414068,5.95451012700488,0,0
Peg10_B,6,4.753912,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.05641356832024,0.177931691717949,5.93718610844677,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Nudt11_B,20,6.051282,NA,NA,NA,-1.16281639588337,0.195919562907115,5.9351724688905,0.000141402714932126,0.00206478372986911
Pygb_B,2,150.809246,Dlk1_B,12,109.45808,NA,NA,NA,-1.03448652264493,0.174565781310128,5.92605558134612,0.000141402714932126,0.00206478372986911
Dnajc11_B,4,151.957914,Champ1_B,8,13.87564,NA,NA,NA,-0.953964755340729,0.161205039245867,5.91771051205018,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Fgf14_B,14,124.327517,NA,NA,NA,-0.982470129762847,0.166148864378171,5.91319196456648,0.000141402714932126,0.00206478372986911
Dgcr8_B,16,18.271598,Champ1_B,8,13.87564,NA,NA,NA,-0.940333389280837,0.159053958656882,5.91204014801898,0.000141402714932126,0.00206478372986911
Mctp2_B,7,72.192214,Mrpl19_B,6,81.961904,NA,NA,NA,-0.982564475600432,0.166228773013477,5.91091697176138,0.000141402714932126,0.00206478372986911
Adam1a_B,5,121.520136,Kcnk3_B,5,30.60672,NA,NA,NA,-1.10661271820059,0.187302193582666,5.90816742203388,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Klhl13_B,20,23.292176,NA,NA,NA,-0.944148453327322,0.159808820917649,5.90798710550434,0.000141402714932126,0.00206478372986911
Fam46d_B,20,107.83275,Mamld1_B,20,71.103156,NA,NA,NA,-1.19902486569146,0.203146918236619,5.90225476270762,0.000141402714932126,0.00206478372986911
Gart_B,16,91.634069,Igsf21_B,4,140.136815,NA,NA,NA,-0.868214182490041,0.14713683587033,5.90072620057691,0.000141402714932126,0.00206478372986911
Klhl13_B,20,23.292176,Champ1_B,8,13.87564,NA,NA,NA,-0.852399707736055,0.144570611178437,5.89607874510523,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Mrpl19_B,6,81.961904,NA,NA,NA,-1.07073478781963,0.181872467546705,5.88728355788467,0.000141402714932126,0.00206478372986911
Miat_B,5,112.221312,Gart_B,16,91.634069,NA,NA,NA,-0.924243725998555,0.157334265909784,5.87439564200541,0.000141402714932126,0.00206478372986911
Fam46d_B,20,107.83275,St8sia2_B,7,73.9764,NA,NA,NA,-1.05659176128074,0.179996295615532,5.87007503497514,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.06360433620635,0.181556752141066,5.85824720735228,0.000141402714932126,0.00206478372986911
2610035D17Rik_B,11,113.122866,Nop56_B,2,130.276872,NA,NA,NA,-1.07467068705361,0.183486703315366,5.85694040840949,0.000141402714932126,0.00206478372986911
Fgf14_B,14,124.327517,Mrpl19_B,6,81.961904,NA,NA,NA,-0.946564090867864,0.161862657372223,5.84794606881514,0.000141402714932126,0.00206478372986911
Mrpl19_B,6,81.961904,Champ1_B,8,13.87564,NA,NA,NA,-0.945952839118423,0.161766851484817,5.84763089864061,0.000141402714932126,0.00206478372986911
Ugt8a_B,3,125.901954,Miat_B,5,112.221312,NA,NA,NA,-1.05015880108013,0.179595730948305,5.84734835029241,0.000141402714932126,0.00206478372986911
Adam1a_B,5,121.520136,Miat_B,5,112.221312,NA,NA,NA,-1.09568190004108,0.187650162752203,5.83896056348194,0.000141402714932126,0.00206478372986911
Mctp2_B,7,72.192214,Pygb_B,2,150.809246,NA,NA,NA,-1.06961258174844,0.183276034877533,5.83607443528101,0.000141402714932126,0.00206478372986911
Adam1a_B,5,121.520136,Smad9_B,3,54.77842,NA,NA,NA,-1.08987748319362,0.186763218284438,5.8356109581157,0.000141402714932126,0.00206478372986911
Dgcr8_B,16,18.271598,Kcnd3_B,3,105.563166,NA,NA,NA,-1.17128804283399,0.200714279677394,5.83559896543778,0.000141402714932126,0.00206478372986911
Mafb_B,2,160.365371,Anp32e_B,3,95.938318,NA,NA,NA,-0.755793292101491,0.129846108441054,5.82068497219997,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Mlst8_B,17,24.476314,NA,NA,NA,-0.992982818274055,0.170597558493541,5.82061564680394,0.000141402714932126,0.00206478372986911
Nudt11_B,20,6.051282,Nop56_B,2,130.276872,NA,NA,NA,-0.904846286781131,0.155636343385225,5.8138495617408,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Smad9_B,3,54.77842,NA,NA,NA,-1.12543283831348,0.193721833950479,5.80953016685344,0.000141402714932126,0.00206478372986911
Gart_B,16,91.634069,Fgf14_B,14,124.327517,NA,NA,NA,-1.07354066612267,0.185046400054373,5.8014674471226,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Peg10_B,6,4.753912,NA,NA,NA,-0.97678712770116,0.168442405333133,5.79893837166088,0.000141402714932126,0.00206478372986911
Arx_B,20,93.292432,Nop56_B,2,130.276872,NA,NA,NA,-0.896624673866694,0.154765302423089,5.79344762571878,0.000141402714932126,0.00206478372986911
Galnt13_B,2,54.777313,Champ1_B,8,13.87564,NA,NA,NA,-0.837340643156087,0.144616283108071,5.79008549493937,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Mctp2_B,7,72.192214,NA,NA,NA,-0.987409114290686,0.170700264864962,5.78446152425017,0.000141402714932126,0.00206478372986911
Dgcr8_B,16,18.271598,Irx2_B,13,72.631508,NA,NA,NA,-0.952291807734894,0.16466320932523,5.78327005551071,0.000141402714932126,0.00206478372986911
Fgf14_B,14,124.327517,Usp11_B,20,20.712222,NA,NA,NA,-0.926655662241356,0.160249489266502,5.78258106458166,0.000141402714932126,0.00206478372986911
Ins1_B,19,52.26489,Hbp1_B,12,31.938394,NA,NA,NA,-1.09500073891026,0.189419313401542,5.78082941621172,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Gcg_B,2,62.47909,NA,NA,NA,-0.88694364644218,0.153453558593304,5.77988320748452,0.000141402714932126,0.00206478372986911
Dgcr8_B,16,18.271598,Wdr4_B,17,31.507148,NA,NA,NA,-1.05588503201716,0.182764013565464,5.77731365939255,0.000141402714932126,0.00206478372986911
Mamld1_B,20,71.103156,Smad9_B,3,54.77842,NA,NA,NA,-0.86324600495272,0.149472993502671,5.77526404418531,0.000141402714932126,0.00206478372986911
Mafb_B,2,160.365371,Champ1_B,8,13.87564,NA,NA,NA,-0.784344998852575,0.13582368547626,5.77472917262039,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Irx2_B,13,72.631508,NA,NA,NA,-0.931884877059294,0.161412317543149,5.7733194792286,0.000141402714932126,0.00206478372986911
Kcnd3_B,3,105.563166,Ruvbl1_B,6,88.48149,NA,NA,NA,-0.969497128121358,0.16798108864196,5.77146591892718,0.000141402714932126,0.00206478372986911
Mamld1_B,20,71.103156,Dlk1_B,12,109.45808,NA,NA,NA,-0.917657643541284,0.15904799814057,5.7696899946533,0.000141402714932126,0.00206478372986911
Nop56_B,2,130.276872,Champ1_B,8,13.87564,NA,NA,NA,-0.889823856722711,0.154225925204055,5.76961269997501,0.000141402714932126,0.00206478372986911
Dgcr8_B,16,18.271598,Mlst8_B,17,24.476314,NA,NA,NA,-1.08904056295216,0.188805863379748,5.76804418812861,0.000141402714932126,0.00206478372986911
Igsf21_B,4,140.136815,Anp32e_B,3,95.938318,NA,NA,NA,-0.793643925424551,0.137626129455399,5.76666602893711,0.000141402714932126,0.00206478372986911
Wdr4_B,17,31.507148,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.808655953716494,0.140338438857986,5.76218433308072,0.000141402714932126,0.00206478372986911
Ruvbl1_B,6,88.48149,Gm16487_B,11,113.469996,NA,NA,NA,-1.45828628504926,0.253405040021951,5.75476432877159,0.000141402714932126,0.00206478372986911
Smad9_B,3,54.77842,Rad9a_B,19,4.1984,NA,NA,NA,-1.10846556188372,0.192697845100243,5.75235058444523,0.000141402714932126,0.00206478372986911
Igsf21_B,4,140.136815,Scin_B,12,40.096998,NA,NA,NA,-0.959405062536263,0.166800942392163,5.75179641539807,0.000141402714932126,0.00206478372986911
Galnt13_B,2,54.777313,Pygb_B,2,150.809246,NA,NA,NA,-1.10644931864674,0.192370699196965,5.75165200971623,0.000141402714932126,0.00206478372986911
Mctp2_B,7,72.192214,Dgcr8_B,16,18.271598,NA,NA,NA,-0.885366821512489,0.154100490591624,5.74538613156506,0.000141402714932126,0.00206478372986911
Gart_B,16,91.634069,Champ1_B,8,13.87564,NA,NA,NA,-0.868071384098065,0.151141346804096,5.74344084165948,0.000141402714932126,0.00206478372986911
Ruvbl1_B,6,88.48149,Rad9a_B,19,4.1984,NA,NA,NA,-0.932652383818533,0.162508289875024,5.73910650672519,0.000141402714932126,0.00206478372986911
Sgce_B,6,4.710777,Dlk1_B,12,109.45808,NA,NA,NA,-1.14007101370064,0.198717620722451,5.73714102230007,0.000141402714932126,0.00206478372986911
Fgf14_B,14,124.327517,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.862642660544982,0.15053880659652,5.73036733881564,0.000141402714932126,0.00206478372986911
Klhl13_B,20,23.292176,Gart_B,16,91.634069,NA,NA,NA,-1.04610174450459,0.182771842973201,5.72353885307145,0.000141402714932126,0.00206478372986911
Fgf14_B,14,124.327517,Nop56_B,2,130.276872,NA,NA,NA,-0.858312244503434,0.150123473734211,5.71737532548074,0.000141402714932126,0.00206478372986911
Fam46d_B,20,107.83275,Peg10_B,6,4.753912,NA,NA,NA,-0.85068373842026,0.148985552909797,5.70984046309044,0.000141402714932126,0.00206478372986911
Exosc8_B,3,54.732036,Usp11_B,20,20.712222,NA,NA,NA,-0.892191578026828,0.156733893376586,5.69239721419509,0.000141402714932126,0.00206478372986911
Fam46d_B,20,107.83275,2610035D17Rik_B,11,113.122866,NA,NA,NA,-1.0241398730584,0.179949896428584,5.6912501389788,0.000141402714932126,0.00206478372986911
Nudt11_B,20,6.051282,Usp11_B,20,20.712222,NA,NA,NA,-1.03139119776609,0.18126949264995,5.6898222789083,0.000141402714932126,0.00206478372986911
Scin_B,12,40.096998,Galnt13_B,2,54.777313,NA,NA,NA,-1.2990578558138,0.229006480717123,5.6725811939726,0.000141402714932126,0.00206478372986911
Klhl13_B,20,23.292176,Dlk1_B,12,109.45808,NA,NA,NA,-1.01567609192113,0.179269962624006,5.66562338193471,0.000141402714932126,0.00206478372986911
Rad9a_B,19,4.1984,Fam46d_B,20,107.83275,NA,NA,NA,-0.925223781684939,0.163472723332759,5.65980527406758,0.000141402714932126,0.00206478372986911
Derl3_B,10,75.89467,Necap1_B,6,122.881746,NA,NA,NA,-0.837120635669716,0.148199676176689,5.64859962765148,0.000141402714932126,0.00206478372986911
Med19_B,2,84.683308,Champ1_B,8,13.87564,NA,NA,NA,-0.867869344653677,0.153665455837141,5.64778427217546,0.000141402714932126,0.00206478372986911
Miat_B,5,112.221312,Galnt13_B,2,54.777313,NA,NA,NA,-0.970827526462196,0.172040970854415,5.64300190611998,0.000141402714932126,0.00206478372986911
